day	rows	columns	value	user
Fri	d	D	19.1412358090793	Sophie
Fri	e	D	22.1958659691124	Sophie
Fri	f	D	22.3451323569336	Sophie
Fri	g	D	21.5834528552611	Sophie
Fri	cont	E	19.5564661033446	Sophie
Fri	a	E	24.9969980730983	Sophie
Fri	b	E	23.0752757472406	Sophie
Fri	c	E	21.5869209236654	Sophie
Fri	d	E	20.7645213714276	Sophie
Fri	e	E	21.2341801996653	Sophie
Fri	f	E	21.6826517822245	Sophie
Fri	g	E	23.063563311655	Sophie
Fri	cont	F	21.1215464575676	Sophie
Fri	a	F	25.129843820759	Sophie
Fri	b	F	22.3945986817336	Sophie
Fri	c	F	21.3495152024742	Sophie
Fri	d	F	21.4654063895832	Sophie
Fri	e	F	18.8177918110227	Sophie
Fri	f	F	23.146607030428	Sophie
Fri	g	F	20.7970278386032	Sophie
Fri	cont	G	21.1343395983419	Sophie
Fri	a	G	25.1812933196695	Sophie
Fri	b	G	24.1743688917313	Sophie
Fri	c	G	20.9372638339122	Sophie
Fri	d	G	20.3286761557287	Sophie
Fri	e	G	17.8161798059839	Sophie
Fri	f	G	21.8202490946376	Sophie
Fri	g	G	20.3587604310991	Sophie
Fri	cont	H	18.8699426000457	Sophie
Fri	a	H	25.6140128463087	Sophie
Fri	b	H	22.7513470357969	Sophie
Fri	c	H	19.6971831823296	Sophie
Fri	d	H	19.092214682097	Sophie
Fri	e	H	21.1566084624961	Sophie
Fri	f	H	19.6799165648383	Sophie
Fri	g	H	20.0306134641481	Sophie
Fri	cont	I	21.458991984524	Sophie
Fri	a	I	24.4329085886392	Sophie
Fri	b	I	22.5140747720898	Sophie
Fri	c	I	22.8633156304532	Sophie
Fri	d	I	21.5157102277302	Sophie
Fri	e	I	20.1960957591363	Sophie
Fri	f	I	19.1367931572846	Sophie
Fri	g	I	20.978222741446	Sophie
Fri	cont	J	20.7073364991791	Sophie
Fri	a	J	21.2707420543171	Sophie
Fri	b	J	26.9607662706081	Sophie
Fri	c	J	21.0871352571393	Sophie
Fri	d	J	21.3468910150133	Sophie
Fri	e	J	20.7468228847943	Sophie
Fri	f	J	21.5958985453389	Sophie
Fri	g	J	20.4484162642633	Sophie
Fri	cont	K	21.1421980185665	Sophie
Fri	a	K	22.0139953344306	Sophie
Fri	b	K	22.5625484761931	Sophie
Fri	c	K	21.1290008472364	Sophie
Fri	d	K	21.2090711974694	Sophie
Fri	e	K	18.9541212691413	Sophie
Fri	f	K	19.7657101725322	Sophie
Fri	g	K	20.29497029585	Sophie
Fri	cont	L	21.7666835158345	Sophie
Fri	a	L	22.9096616151359	Sophie
Fri	b	L	23.9917626945415	Sophie
Fri	c	L	22.3882843781943	Sophie
Fri	d	L	21.2884391497629	Sophie
Fri	e	L	19.6443473611124	Sophie
Fri	f	L	18.0960708919443	Sophie
Fri	g	L	20.9995832215522	Sophie
